date,volz_book_1d,volz_book_5d,volz_book_20d,volz_spread_1d,volz_spread_5d,volz_spread_20d,volz_top10_1d,volz_top10_5d,volz_top10_20d,volz_bottom10_1d,volz_bottom10_5d,volz_bottom10_20d,volz_universe_1d,volz_universe_5d,volz_universe_20d,volz_spy_1d,volz_spy_5d,volz_spy_20d,volz_qqq_1d,volz_qqq_5d,volz_qqq_20d,volz_smh_1d,volz_smh_5d,volz_smh_20d,volz_psq_1d,volz_psq_5d,volz_psq_20d,volz_soxs_1d,volz_soxs_5d,volz_soxs_20d
2025-01-28,1.0946710231408519,-0.6430807687472045,-0.6349470729136502,0.4395012360763721,-1.5137172043200047,-1.2741593690696984,1.2238330195998974,-1.0840921061424202,-0.5432114824350361,1.2826285574916703,0.6370558096364938,1.132440587977846,1.3680226933693396,0.014192556507201306,0.4494361207471487,0.9949435864167637,0.12625625046431493,0.13692433397360487,1.2220959858028935,-0.21066486085014893,-0.2719562434829595,0.9132205584125482,-1.7354862613836841,-0.4334253235426806,-1.2369972996369374,0.22198810096731006,0.3370343736724062,-0.16130363608871673,1.7956627628070703,0.3364385938356566
2025-01-29,-0.3306612552729673,-0.8757813886356762,-0.4661786130815844,-0.15046908066105,-2.028892371329732,-1.247433097146448,-0.44386680179023763,-1.568775406974899,-0.4630090732926243,-0.49382788235796776,0.6326041779006335,1.2169922178052934,-0.09881290261045204,-0.3949197280559747,0.6546884667515804,-0.5157950870523487,-0.39285519592821,0.2940110791792786,-0.15410103529516428,-0.7373800173750803,-0.060751100764628516,-0.17639732144462422,-2.1331112361799205,-0.36813720522327953,0.15568729248401755,0.7599624123191752,0.10984459593557776,-0.16297310240507512,2.1045776594369707,0.195696612543072
2025-01-30,0.6088615758421658,-0.7443055623558018,-0.19257280143241867,-0.22901112856834055,-1.9898613856883716,-1.331353046741618,0.5975232237963308,-1.310543435179601,-0.22868216170543124,1.355379685797627,0.9959559269810814,1.7410026827501834,1.0074743125350192,-0.11732946753883632,1.1221223232152484,0.6157930705393958,-0.3963845222955267,0.7336320656984198,0.35015274252033224,-0.6613788811999017,0.26502908235808337,1.0880758289387438,-1.678990807637262,0.021544334559620966,-0.333223523225708,0.6808364471588172,-0.2119981816588122,-0.989516505190596,1.4861023392020836,-0.2259794982334964
2025-01-31,0.561766382853366,-0.7482351336719734,0.09390399713406064,0.11916606203169904,-1.5436541537883723,-1.3447692611947297,-0.3033719333702313,-1.2575823069312522,-0.2341971330915916,-0.6880532957269313,0.3581858295092532,1.7325446997534024,-0.20028474283929512,-0.11812376132283725,1.2187086202457253,-0.6095977297691365,-0.5181426663901953,0.6878516781302564,-0.11927768872130234,-0.5087922569405537,0.39711421050046686,-0.28953311733071246,-1.4026043709241298,0.06132118639272867,0.20065781197884988,0.5245735731677609,-0.3223915109595137,0.11867856496839814,1.0085272835913468,-0.2996427344291654
2025-02-03,-0.3532551251425044,0.703475086654554,-0.015570151162445924,0.6700629857680076,0.3863478726647208,-0.8773496837445314,-0.020678654873536425,0.4554808028535462,-0.1947205899395044,-1.0860009776397554,0.14224817073673396,1.057336200660131,-0.5900857772393352,0.6516288359114508,0.9216570950744752,-0.7680188349061303,-0.13626460630045437,0.5730768779579782,-0.6595165761693684,0.27950283723189584,0.28458872746633695,-0.9175705256385553,0.2601479048177954,-0.2535590059184801,0.6473403504880365,-0.2557556512891229,-0.22501949242202338,0.8426003768472085,-0.18135184346308303,-0.07452775338180676
2025-02-04,1.5152726555678804,0.8990433750163292,-0.015305935762522049,1.0368550335239661,0.6514641204135722,-0.5925102503401695,1.72181829280222,0.6848972787832881,-0.0596767946082234,1.157467317732224,0.08989261836759406,0.8226316403731904,1.0181524932652504,0.5028016000040054,0.7440740444991314,0.7622658683365131,-0.23031292930621558,0.4219523945343134,1.0111444669131464,0.18780473509141815,0.2092081386002675,0.5220436640099183,0.08790685529601751,-0.4282298942160664,-0.9965175882951163,-0.14977452077908304,-0.1590162394951283,-0.43882834626568,-0.30521560804214476,0.12611435211176988
2025-02-05,0.2487574063659856,1.1693391829869721,-0.058897366310891215,-0.3266530689530254,0.5924964392212982,-0.9413907734508252,0.29523322162334226,1.050037668202456,-0.3657150561208466,0.973719033816766,0.7515972831447071,0.8743352359234705,0.7916046458480624,0.9192854150879466,0.6206232033481988,0.48008185517294844,0.2121041011365733,0.3940740615623575,0.38598939296518076,0.4396895463768552,0.08376125799133446,1.110464307255546,0.6719452647789006,-0.531934637073247,-0.32368943704654934,-0.3700471949013899,-0.015565207063469479,-1.000622559919254,-0.67318784195588,0.2554690094802521
2025-02-06,0.045819305973216005,0.9074295864756119,0.33759036474539256,-0.48670953997327826,0.46244309831385483,-1.0866557469333769,-0.38125362412051295,0.5858840690638958,-0.32022133628777244,0.1441466319136901,0.21572853026013644,1.1592814363311816,0.1774316448921987,0.5337370403464008,0.9347973929344661,0.4116827709213486,0.11207624847876345,0.7958949658630147,0.44468431560254207,0.47709480451837666,0.5331743024223176,0.2299624683691856,0.272460788826716,-0.2352392548045943,-0.4647013716731276,-0.4236317361665968,-0.4588302432522186,0.11161979775671176,-0.17152742552897957,0.1261031364394655
2025-02-07,0.19248092619434518,0.737742595901701,0.43412947397248325,0.9522275626251975,0.8491277743045087,-0.5778100412737285,0.41219014905725276,0.9246618192288755,0.028532854130866484,-0.813159979540608,0.15651816902429713,0.9343983742067408,-0.09631181129052974,0.5836280673774387,0.9977345610926268,-1.0846711671756666,-0.09246930998476635,0.5069914746585972,-1.0747288940928104,0.04595606499131188,0.282862247454816,-0.6334225960112543,0.11896760241134036,-0.3009785838939682,1.144716791846465,-0.010298480300905775,-0.20394398581187115,0.7765742263176776,0.11110372522654038,0.18164268350361326
2025-02-10,0.7922122954326639,1.2780267892193062,0.6541251685027133,1.5383808419887497,1.259203206091777,-0.4739270009962469,1.3677468877066246,1.5817098792275506,0.35654989100858026,-0.22159999225947496,0.5536604733097047,1.3054605823742154,0.9202772374599323,1.2906171484625013,1.4636868439662507,0.8069825734327493,0.6293320877287101,1.1149071707841658,1.0278321574171547,0.8164527654959343,0.825813056026363,0.8866344033245469,0.9545839535502227,0.10378106709137441,-0.9869413591494498,-0.7432509633243172,-0.7192726934311314,-0.6354784883529205,-0.5414195866090801,-0.234415040390268
2025-02-11,-0.6715628055321196,0.2746505863503943,0.6265653395090446,-0.6001104643749501,0.4554320824160591,-0.4868991985938553,-0.9547076411603752,0.3057553007012789,0.30392603717602396,-0.5912155629813972,-0.23331248945565294,1.2767179297587457,-0.5393113510242136,0.5813118320333057,1.5181687792072835,0.09655400551054621,0.3332834584401964,1.1687931580808901,-0.2091331722675127,0.2636123583204678,0.8713820221728651,0.0473919102370424,0.7358147133879737,0.22609375546623886,0.21653956053514284,-0.2028979538720779,-0.7682894701153432,-0.02575559564488273,-0.3663654646154954,-0.26674804095023724
2025-02-12,0.5381444841520672,0.4079113536071519,0.7505727964325855,0.37768607422822326,0.7656057114636148,-0.28776913984850006,0.38133010735429046,0.34452370557513173,0.36583869044954825,0.02488137232253053,-0.6670160950877885,1.0801301652365034,0.16714721672942337,0.29274826543314675,1.4966472668548416,-0.41222938736722975,-0.08142041483014645,1.0402988561028161,0.05227194641068472,0.10959582192500965,0.9154158287351868,-0.26028675829398923,0.11854237297811487,0.13374779011458243,-0.04868129937634536,-0.07603995214567603,-0.8090080905535277,-0.06081853562870069,0.06289642432050231,-0.23114748388973472
2025-02-13,0.618323202362873,0.6874855174678351,0.5860768527663243,1.2339451641883654,1.6052014727922874,-0.02037806784052191,2.1407467704048972,1.514616598969623,0.6497995108001542,1.5684917721733869,-0.050754528968165985,1.1020655087325824,1.1817815009184904,0.7409732684489755,1.3678385529004942,1.3515538897775377,0.3219674877933204,0.8184866950535389,1.2810970656648333,0.4737595023254043,0.7399306215076369,0.656325645167641,0.30748562011130653,0.030224499562940946,-1.2655270448295666,-0.425994628965325,-0.6513617001429944,-0.654653201793895,-0.28147936220684383,-0.13885533315087056
2025-02-14,-0.8169105896324046,0.22479833943607577,0.3923780932049129,0.870377083440039,1.6315026509682387,0.14239781245402502,0.8430055144441271,1.7270033531010984,0.7544518864817085,0.06287639961212306,0.35511116892396766,1.0067518802247577,0.2088190435270828,0.8783495970233003,1.3661551693312175,-0.006187436203414284,0.8393930104366268,0.8618969201957088,0.3694348838957539,1.1462422146295914,0.9615053577893751,0.12602947632853315,0.6655675056769257,0.012369543804396789,-0.26827859569671375,-1.0540295296355466,-0.8278196897595841,0.009168438563362299,-0.6120749476037715,-0.12684705206487454
2025-02-18,0.9834133315040082,0.27127628053296726,0.5440995815096087,0.8106773030247949,1.2513945469725354,0.4523150333462612,1.1996194316557502,1.6413280083230093,1.0698640044658156,0.7495982782469586,0.8082669061941808,1.0821114639316933,0.898360944002974,0.8549115690716278,1.3886732102884027,0.37131788149790584,0.6209091173475086,0.6582666025003624,0.1994436101761999,0.7523054465355934,0.6647443476775335,0.6937452077992798,0.5692228515929678,-0.08461915348661724,-0.19568448523145016,-0.6894269485119972,-0.5643947513667921,-0.8906783159126952,-0.7122531872011318,-0.002162519686217236
2025-02-19,-1.0159093731789237,0.1391184620948864,0.35014289327172765,-0.3892137371172156,1.3836557125858946,0.4285480611512434,-0.5134326359294532,1.8478441234560075,0.841187257684235,-0.26339660522881075,0.9744025834733994,0.7543854550662069,-0.313752178756097,0.9580725146273755,1.067667645350918,0.29759954104400865,0.7114552312213733,0.46296300374656363,0.024461814399103863,0.8593532628422644,0.5518820329119579,0.2108562683097221,0.64496150226192,-0.20760183757915626,0.024483340541753208,-0.773723244861757,-0.44983955055429203,-0.8551651047602737,-1.0536387654494688,-0.0473643021328635
2025-02-20,-0.8769604288065207,-0.5034977408235103,0.08976081144036392,-0.6512835601644454,0.8507168607114072,-0.012800916116731897,-0.9656676818989558,1.1861288926555291,0.4190899770101906,-0.6216667343724466,0.6843727852341298,0.7308701535200282,-1.0433502719923127,0.40633922109585763,0.619862150213559,-0.5287765474617551,0.6613939831273468,0.18466165485081099,-0.37498562922047285,0.6677528019883613,0.21257633718862756,0.08618752181443211,0.8063228913443097,-0.378227404466419,0.369239236099551,-0.5938353888261382,-0.12527012897469783,-0.13199766181418643,-1.0754217736944034,0.09606222653769708
2025-02-21,-1.7017633926976043,-1.4961298940152696,-0.36486032452684153,0.673457564957185,0.5595257155748348,0.23981470966620982,-1.2375361191165701,-0.3386930921746518,0.13342577423092639,-3.294099891001605,-1.5039888942868767,-0.146479681326215,-2.61698401619403,-1.285638924926964,-0.0695328218965765,-2.2203710987526737,-0.9321380476294071,-0.4669979107580314,-1.9062785940510507,-0.7526601355520063,-0.2529404668592695,-1.4944818249485565,-0.16901301187093076,-0.6969442707237402,1.9655491863619488,0.8440983168936533,0.3466438054601056,1.6616500183994096,-0.16468200345185496,0.4525579992031696
2025-02-24,-1.2193487930855065,-1.6453245377268317,-0.7436709316287312,0.7731015136105631,0.5120905505151789,0.6229233026061757,-0.20925968126474537,-0.7728229028085356,0.18050802937290153,-1.5291404782853946,-2.105867844635288,-0.6304067067239999,-1.0483062359882527,-1.7513928459424628,-0.2548562610959104,-0.5679698458121054,-1.1435755161562953,-0.49399559396959025,-1.0528074223973403,-1.3548921043519564,-0.3675216630210471,-1.2727855384030213,-0.7854671036356151,-0.7498821907344594,1.0672376209436751,1.4326036484050504,0.44380389246525936,1.2189910202596885,0.36831309175118054,0.4611457447481565
2025-02-25,-1.184632490505596,-2.4875463797410706,-0.18548699761037388,0.19471588223588512,0.24575188727284145,1.638442973559572,-0.6168982099717472,-1.5165022098324576,0.9882063219903685,-1.3223830607001728,-2.906285723179064,-0.7661287077887599,-1.3354873807844894,-2.65774632956577,-0.034581614266892144,-0.6197730194436126,-1.5722886919418568,-0.23851859117919805,-1.1151699026862443,-1.9117896968205526,-0.03425997437932352,-1.0169148263127508,-1.501759242610755,0.11077709334350526,1.1186237877630794,2.0336098483536476,0.11098580047606246,1.1357967983430426,1.3600545317281592,-0.13129502771232623
2025-02-26,1.051840544116633,-1.6607260269375868,-0.2012758069942587,-1.4187338014952604,-0.15916059272066577,1.1865534092852696,-0.21643223146362722,-1.392939018481121,0.6386650681678332,1.7103352642270755,-2.078221174767554,-0.6713579316380823,1.0980917855728392,-2.0436426197781863,-0.08947958144387481,0.06272488083731657,-1.666587601693747,-0.4585157270333312,0.2115794650235295,-1.8118630754563347,-0.2720751526099725,1.1109952238317768,-1.1165200557541648,0.1489238877495348,-0.16288055697180343,1.9250759693282578,0.3717810525066165,-0.9033421662113716,1.313410844847371,-0.28961019882023326
2025-02-27,-1.5700165398275612,-1.951617798517955,-0.470242238970388,-0.6558167084130323,-0.15672389658528377,1.0298960488787485,-1.4390660497677377,-1.5979919850189237,0.39515527900684655,-1.389335647707736,-2.371907806995764,-0.851391708684538,-2.2134843181792223,-2.574571543999638,-0.5606614255870801,-1.9893294027529997,-2.312980783777829,-0.7760934220996741,-2.4329527605393255,-2.6954213031522745,-0.7733022947362242,-2.9119536871638405,-2.377240437175337,-0.4736143870560822,2.402120947349098,2.877214730708131,0.8804936045664505,3.1300439788859897,3.0282310647166497,0.4017218174644232
2025-02-28,0.11125862901466467,-1.2227596853201799,-0.5752440307746726,-0.8090030283829768,-0.8074685547134849,0.8988392431146586,0.13547646794770138,-1.0163822672623213,0.28503642333901624,1.3998506057555404,-0.5005343461164912,-0.8375415505107382,0.8547244056165801,-1.1260052636658673,-0.568616427283779,1.8880896134207672,-0.5195056768937714,-0.485606051169998,1.321350490383913,-1.2739033349956463,-0.5322524097338173,0.7715804557348993,-1.366340276470028,-0.5016142746615609,-1.2599722953464558,1.3172824057210044,0.6269757604152857,-0.7845120688764848,1.526823260707848,0.42609443607742525
2025-03-03,-1.7837644630324363,-1.4799316396472137,-1.0626375547492375,1.13387659060737,-0.644241894872452,1.1174123270483476,-0.3931924822564796,-1.0946834094133806,0.26348518012207517,-2.2919331697040013,-0.878979293690476,-1.1814020044451372,-2.0393693123244523,-1.57896221402224,-0.9653077198098019,-2.0634610782745826,-1.1853761768836393,-0.7898645255964032,-1.806095052781366,-1.6202188766143315,-0.8918659721986536,-1.8506402026149942,-1.655006318668864,-0.8349248008459886,1.763417791384181,1.653334130578132,0.9787454807665231,1.6999021361367657,1.8228262253557996,0.8168627005858369
2025-03-04,0.0916946645926638,-0.9307699016131982,-0.9491756999957836,-0.7159163923343916,-1.0406740569516608,0.7956661075328426,-0.4984273834468339,-1.0481435550963898,0.15279739189419886,0.21291656095771225,-0.20519557774226022,-0.8746160333586137,0.05914418866533179,-0.9699036162973655,-0.8052597503954373,-1.3536300206734555,-1.495734988512684,-0.894464558726941,-0.2431969152976325,-1.2475437880413311,-0.7845889300751586,0.4285373183849765,-1.0520506606911937,-0.5462296775933535,0.33368860067928946,1.2989078433116175,0.886666966540593,-0.24531667599670207,1.1214700839057798,0.5246687300497606
2025-03-05,0.8625665862576453,-0.9939607159750484,-1.078542088289617,0.34778557506774443,-0.3025984716523698,0.6270416676711815,0.8548287078151157,-0.6016061743957211,-0.027489523901034894,0.8678967110992626,-0.5293141145482605,-0.9271476784043938,1.2202981882929107,-0.8941134456212874,-0.7532635163909703,1.2134142989976533,-0.9748913814681187,-0.7853053263946925,1.0532570019221186,-0.8812858584980214,-0.7736815417039622,0.7974510185356297,-1.1392387863194458,-0.4814344287728164,-1.0617779975210453,0.879435355138123,0.8702112676274195,-1.018143974774377,1.0174367684585406,0.36791873007132825
2025-03-06,-2.7758602193222486,-1.5404406493509422,-1.6618599815348345,0.9606865192208975,0.42055094102519436,0.8721721969916486,-0.7987767301345036,-0.32193933768451866,-0.2665789402732142,-2.611646712589831,-1.0993233373179745,-1.643801992809947,-2.841162715756036,-1.2368807571733418,-1.492854138753073,-1.9875205551984483,-1.0561401801408854,-1.3056540487944999,-2.211676239923901,-0.8674911862990526,-1.3188548289900277,-1.804104101881599,-0.7576815017372924,-1.0649791565898366,2.222662359107031,0.8787063054355032,1.4601962520053582,1.9321512020573703,0.6192510790189341,1.1139712597367553
2025-03-07,0.016302139791613386,-1.4932047925200904,-1.578095757275365,-0.32628896016954245,0.6119427574922256,0.9102602009409458,-0.0499496957570329,-0.4030173953809412,-0.19792229215754809,0.364057982250394,-1.4350778675871596,-1.5264520128206023,0.4029143491302324,-1.328435722950473,-1.363156079112543,0.6099999364035307,-1.495753387735368,-1.2201545475020112,0.5734683070675001,-1.1240911327391025,-1.2448769621140252,1.023365920206638,-0.6249798460237196,-0.8870455600850082,-0.5150556612134781,1.1610540837362493,1.3965948634931025,-1.3257154757954512,0.317352115830689,0.6801299356726641
2025-03-10,-2.3682616187147225,-1.814541536146404,-2.061631220631408,1.6284493543528793,0.83419345347541,1.0004788380707845,-1.4773800156087058,-0.8818777313865682,-0.6025363087953194,-4.409607322324081,-2.4474424351216317,-2.249189654836383,-3.300643012818417,-1.9613527509708055,-2.0088902198717173,-2.8881547786499913,-1.9263523792728314,-1.6220319594730466,-3.0147068057263917,-1.702109406533695,-1.6694441010352146,-1.9690029007973282,-0.7137051915305628,-1.1671449514146155,2.965090923198131,1.7465587420609017,1.8492442187390465,2.1022443304311755,0.5195780726588387,1.0285809786313236
2025-03-11,0.685533456134699,-1.5261260563970447,-2.0149662415758893,-2.061747114585754,0.28894040804695265,0.28987018870416775,-0.5269912273598706,-0.8930842389122442,-0.9686616585781029,1.7363813198555047,-1.5221524837679785,-1.623214061278081,0.4349921919837768,-1.6816482001713364,-1.9422523512128835,-0.8533658081077452,-1.6664760645900982,-1.8569042385823773,-0.17567810835558598,-1.5880708105985464,-1.7896273252315171,-0.05923669605188016,-0.896181200820988,-1.299969653822691,0.2542154741229105,1.6304715908077845,2.031284997188145,0.5605929003503168,0.8914941559757442,1.3369574122066163
2025-03-12,0.6515341512128392,-1.5749500621483759,-1.785695845108777,-1.2045780280207794,-0.35138066059512085,0.1826339344713113,0.17577832902628412,-1.1763193559255471,-0.7486223451373465,1.674380848593791,-1.1055075258348868,-1.191307341910901,1.153506390750147,-1.6478142941407061,-1.6411369794280362,0.5423856696483377,-1.8966118432160564,-1.7536390911031994,0.828898483162755,-1.6423144189250685,-1.5891960840605779,1.2093074205996783,-0.7118600645014207,-1.0800283523172485,-0.8322906159715978,1.6950591771118686,1.7768052145344249,-0.9297400372680471,0.9091519280321586,1.056319217747617
2025-03-13,-0.9834790193841456,-0.8844392574356172,-2.051496026743575,0.7144567255668746,-0.43851857777960973,0.2426371700631861,-0.8742056637940567,-1.2117119068976128,-1.0043847138616486,-1.9450806889899184,-1.010233778017125,-1.5525197215699709,-1.5161673031208611,-1.2048672235040492,-1.9482228904338879,-1.358819519348459,-1.6946730377063477,-1.962203804419096,-1.3187610466847817,-1.3336162825373503,-1.8603750442829292,-0.17856147298915478,-0.01898805496646919,-1.0577308726183015,1.3497968337970319,1.3770318011508855,2.115594084107331,0.2080735562689797,0.17566025723175765,1.1254039404718954
2025-03-14,1.2993838438891163,-0.366834995964517,-1.9849785749481594,-0.48760346707291147,-0.5353949749662343,-0.07431318760394719,0.9071242018026023,-0.8362324370172237,-1.2453124739491348,1.6353232411647671,-0.4246680036784969,-1.4273197263977129,1.8928625171825835,-0.5440421782418381,-1.7360430312215729,2.0830445327392786,-1.0265895189660907,-1.7352307838043894,1.7542561630261007,-0.8005942713417372,-1.7031900629628747,1.2990805603627913,0.1194637892166984,-0.9141659861223352,-1.7022543651338389,0.7901127543980039,1.9250046468236306,-1.3365837381178252,0.13911455377899876,0.8829229219815237
2025-03-17,0.5233889020859959,0.9767678362978609,-1.74988241232325,-0.3378074331954274,-1.571534747780724,-0.30643658749056335,0.753652146791412,0.1673343359619298,-1.271704921643923,1.2503563091808054,1.8824361842071289,-1.1699702951190152,0.9509356903305465,1.2782846439737732,-1.5424625015571811,0.7491125646706631,0.5091889704567742,-1.5160102333719012,0.4581380809843473,0.6710919054208211,-1.6258763961542013,0.4257516206828735,1.214049092729059,-0.8439394682556379,-0.45990543788770766,-0.6244810702189492,1.814737549865823,-0.7139075596179424,-0.9597748331964948,0.6725012418803745
2025-03-18,-1.0972713651312938,0.14552435528307636,-2.0952150447954656,-0.08271838555739085,-0.6155419240796018,-0.4574654310146869,-0.863283782825201,0.02219239307963495,-1.6497929912975,-0.9166722369179982,0.6760667750424436,-1.4355529271491965,-1.0477573015460584,0.5939206716479127,-1.8722275546008775,-1.0500094885977815,0.3985856153403612,-1.7929835593924162,-1.2196707776896043,0.1994694789519515,-1.922957450441832,-0.628180593873649,0.9499974354675916,-1.0921163831467562,1.2451364045034399,-0.19709967124318262,2.19032313231569,0.46028963731056155,-1.0008458917020346,1.0182454995776475
2025-03-19,0.470303194140609,0.057916330832998866,-1.848688285348256,-1.1941411275914153,-0.582702999342075,-0.6177460200506811,0.25211607139916004,0.0538642457623547,-1.5019630841291942,1.5465234395668053,0.674293502155668,-1.0967119747739487,1.0484400385082464,0.5692197018584267,-1.6161026719859641,1.0517963917446875,0.6383418978194321,-1.6136272540852983,0.948858983752586,0.2639734038264169,-1.7231051037494325,0.35803369998124956,0.5666869467582489,-1.0547389153552387,-0.8966446286852308,-0.23710313009217449,1.9382272871167,-0.2416675968028846,-0.7251397839756816,1.1621183693056805
2025-03-20,-0.12329347537473777,0.4598625204854096,-1.7306036035350094,0.059517577577856015,-0.9733446092879565,-0.5015979380942748,0.014674493852869206,0.4790722205401078,-1.3398295056771954,-0.04317779826066374,1.5148421122036746,-1.0039086107052466,-0.13613089226638653,1.1749736248300793,-1.477716829015021,-0.276390261102267,1.0905662135723178,-1.571653111987822,-0.23905971804866388,0.7353189345160235,-1.7015051816124447,-0.06470609052236083,0.6244674692083627,-1.0902085827732662,0.23025093586099096,-0.7025758271079888,1.9111501370602846,0.33193051401182205,-0.6870661995179776,1.3126936851545372
2025-03-21,0.039790142327315356,-0.09147271765911907,-1.4602811281963886,-1.2724684439740568,-1.3144248639064,-0.9403503507175867,-0.4183720410746094,-0.12364498618906462,-1.1868376673509105,0.7931522560120435,1.1623873610494673,-0.38984196334018534,0.2708450242151902,0.4741719213931749,-1.0418779820478312,0.03159313065792325,0.21805567692645336,-1.2226188710606327,0.23488649339765907,0.0783771021495271,-1.3699266055586552,-0.41194983878361324,-0.14575820775474396,-0.9254040925821013,-0.24988169581843767,-0.07192656356770219,1.4929167242075736,0.5277058800390261,0.14134948689447116,1.077558222417432
2025-03-24,0.5040254840476399,-0.10066981481995656,-1.1562278243017576,-1.1141896175739863,-1.6520944043201475,-1.3777138308449541,0.5316863490621568,-0.22943547867711872,-1.045603168677306,1.6886591003738127,1.381543862863737,0.21007931089617793,1.5080282247087975,0.7302281367563136,-0.5630500991129095,1.7154915949901257,0.6539203669333921,-0.7676624118893771,1.5622615830338624,0.5686042399976516,-0.8720572335257113,1.0703748498296488,0.13392416993218811,-0.4823675391244146,-1.467181751259488,-0.5223223334873714,0.9291793922608699,-1.3123403192887326,-0.13699800136608922,0.4309876850446353
2025-03-25,-0.19262772368374528,0.3240149244702489,-1.008852964814675,0.2172341166598364,-1.5469897844168157,-1.4030752495743093,0.08108018529670845,0.21319583502754186,-0.9318861425918359,-0.12706871062827,1.7401180363905455,0.3894651378432172,0.20359839740129762,1.3422278514838555,-0.3051696208377163,0.23958255494823943,1.2846652468230904,-0.639346480907481,0.4182413019669798,1.357546213371232,-0.6105205297476958,-0.17501417481624015,0.34566074381208245,-0.3324624532210162,-0.4145960951896002,-1.2713091541913413,0.642803627274435,0.21299107127805175,-0.24865270106582432,0.2521530258462087
2025-03-26,-1.0691712830533702,-0.37579420412211095,-1.4049206650297177,-0.5145604916422609,-1.162291576715633,-1.1555455869652338,-1.6382835187832974,-0.6437044813277266,-1.2191330333812118,-1.2189030511774246,0.45565738346089996,-0.154962450742447,-1.6475486043838807,0.08641689325117988,-0.84702252940705,-1.1891158955878778,0.24901150651599274,-0.9080678998798769,-1.3470857739689779,0.2867631541414883,-0.937128499160402,-1.3729720788446504,-0.4382687184541641,-0.8254774516643526,1.3387761821572046,-0.2826037693264338,0.9857158784220909,1.3252657081110242,0.4402391996786115,0.7890623847135474
2025-03-27,-0.4276642354848416,-0.5084883396917791,-1.202170062818446,0.19998145608710413,-1.066237567162073,-0.9693833541706561,-1.0974257967508503,-1.1175694578623818,-1.1160943821016045,-1.3436129506229688,-0.14554259968959193,-0.2372530034584775,-0.9341289184477469,-0.2730102545941196,-0.6631869074479868,-0.2649304215577081,0.2599790190644295,-0.6200597743643737,-0.4131727881385108,0.20828701006718547,-0.5811801018876067,-0.7834957009095425,-0.7479659949335346,-0.440580458001987,0.4463510524385909,-0.18793957184901755,0.6161749456723836,0.8662304259914025,0.6834056456899266,0.34947164763023836
2025-03-28,-0.6908138248524401,-0.8257644075430058,-1.3550586648099217,-0.09501895778570407,-0.5443709443230138,-0.7845156596126892,-1.0600771830190505,-1.375694027909636,-1.3420008557399248,-1.0145782935967775,-0.9176410909899375,-0.6549657230584846,-1.5672715700765643,-1.0806180747902072,-1.1298210217990874,-2.015035830986284,-0.6601343596001709,-1.3875709207214004,-1.9168564785426858,-0.7584567079797028,-1.2344050607269041,-1.057264606718639,-1.034302851101185,-0.8164436914176976,1.9666122043160077,0.8030834728547652,1.3424987584596704,1.4658002982322018,1.1340850661435575,0.9256359536992599
2025-03-31,-0.35871827584561755,-1.1994633631943137,-1.0934759264494323,0.4080904496778577,0.08215882306883149,-0.9646226308684422,-0.020079760305820406,-1.5939482223834587,-1.2554642826836448,-0.40511448042111214,-1.7392329852309465,-0.40087514646002387,-0.3556492782482988,-1.834563858455743,-0.8493333677491448,0.6598110314329009,-1.124789457779052,-0.8545261422468116,-0.0030798459273777296,-1.4192460045769895,-0.8838576470907096,-0.13529871735907875,-1.5237270136089474,-0.4745495249781661,0.01774344807540237,1.4891236139293322,0.9582614483007829,0.10530993025892955,1.930300077284855,0.5324251562680897
2025-04-01,-0.11274897440708895,-1.1660527347175282,-1.1336676627680895,-0.6234170728200453,-0.25905780988038773,-0.9537238138329509,0.37006044706182284,-1.4765327823511767,-1.0793678892567156,0.972595327471771,-1.2935801175925248,-0.22563728104577951,0.5035149108844238,-1.7073354028547558,-0.7544680518699416,0.27628498427167547,-1.1016999087058832,-0.538599121372892,0.5773195121894279,-1.3474567201306986,-0.7156542180793993,0.19780003257734674,-1.3704796221841844,-0.518721456527035,-0.5502923527192456,1.4206608479903353,0.7580018750538271,-0.015691419270184217,1.8017063105314985,0.5898765333850802
2025-04-02,0.3138612936355392,-0.5737393549927674,-1.2441664787977145,-0.27060637376287183,-0.15643715849095868,-1.0773131954877002,0.4713613898767943,-0.5946630614231615,-1.1692238699479112,0.7407123937349253,-0.4673730229070096,-0.19674342324578162,0.7337528403269047,-0.7137285268329029,-0.8102665996170463,0.6228438113775311,-0.31507893948451765,-0.6357261223114203,0.5235777275261247,-0.5451440075580554,-0.8036791386805796,0.3088609775970385,-0.6543873137852411,-0.6121146343935809,-0.5379418665158111,0.5755886621140817,0.8573370975459282,-0.3142565460547036,0.9550302801511278,0.7739965940306259
2025-04-03,-1.7646656553718902,-1.156347724870669,-1.0376700694849708,1.0847686096329747,0.25399084564039676,-0.991141893113228,-2.877278937877294,-1.3909760634805772,-1.5651094299943942,-3.983309486652223,-1.6724549553878263,-0.686054919317953,-4.210582803938015,-2.167461116613778,-1.2149983310541903,-4.875585514923519,-2.370326822045541,-1.328605061799685,-3.851842476583067,-2.0684734831624696,-1.2149944814450426,-3.5520980729517464,-1.8704985973430794,-1.0114207907369146,3.912409411510772,2.1469620834556475,1.296887896806259,4.532587952174697,2.725923380876032,1.4314490824673631
